time; F_set; F_input; F_error; F_output +; F_output -; T_set; T_input; T_error; T_output +; T_output -; S_set; S_input; S_error; S_output +; S_output -; F_kp+; F_kp-; F_ki+; F_ki-; F_kd+; F_kd-; T_kp+; T_kp-; T_ki+; T_ki-; T_kd+; T_kd-; S_kp+; S_kp-; S_ki+; S_ki-; S_kd+; S_kd-
42.72; 0.05295; 0.03921; 0.01374; 0.02075; 0.0451; 0.00122; -0.01141; 0.01263; 0.03365; 0; 0.00533; -0.0015; 0.00683; 0.02147; 0; 0.01869; -0.01955; 0.00206; 0.06465; 0; 0; 0.02746; -0.02745; 0.00619; 0; 0; 0; 0.01484; -0.01484; 0.00662; 0; 0; 0; 
42.78; 0.05287; 0.03921; 0.01367; 0.02075; 0.04509; 0.00149; -0.01141; 0.0129; 0.03451; 0; 0.00538; -0.0015; 0.00688; 0.02171; 0; 0.01858; -0.01945; 0.00217; 0.06454; 0; 0; 0.02806; -0.02805; 0.00645; 0; 0; 0; 0.01495; -0.01495; 0.00676; 0; 0; 0; 
42.82; 0.05279; 0.0392; 0.01359; 0.02072; 0.04513; 0.00181; -0.01141; 0.01323; 0.03538; 0; 0.00543; -0.0015; 0.00693; 0.02191; 0; 0.01848; -0.01934; 0.00224; 0.06446; 0; 0; 0.02876; -0.02875; 0.00662; 0; 0; 0; 0.01506; -0.01506; 0.00685; 0; 0; 0; 
42.86; 0.05272; 0.0392; 0.01351; 0.02068; 0.04516; 0.00217; -0.01141; 0.01359; 0.03634; 0; 0.00547; -0.0015; 0.00697; 0.0221; 0; 0.01838; -0.01923; 0.00231; 0.06439; 0; 0; 0.02954; -0.02953; 0.0068; 0; 0; 0; 0.01516; -0.01516; 0.00694; 0; 0; 0; 
42.9; 0.0526; 0.0392; 0.0134; 0.02059; 0.04525; 0.00277; -0.01142; 0.01419; 0.03784; 0; 0.00555; -0.0015; 0.00705; 0.02235; 0; 0.01822; -0.01906; 0.00237; 0.06431; 0; 0; 0.03085; -0.03084; 0.00699; 0; 0; 0; 0.01532; -0.01532; 0.00703; 0; 0; 0; 
42.96; 0.05252; 0.0392; 0.01332; 0.02059; 0.04524; 0.00321; -0.01142; 0.01463; 0.03908; 0; 0.00559; -0.0015; 0.00709; 0.0226; 0; 0.01812; -0.01896; 0.00248; 0.0642; 0; 0; 0.0318; -0.03179; 0.00727; 0; 0; 0; 0.01542; -0.01542; 0.00717; 0; 0; 0; 
43; 0.05244; 0.0392; 0.01324; 0.02056; 0.04528; 0.00367; -0.01142; 0.01509; 0.04028; 0; 0.00564; -0.0015; 0.00714; 0.0228; 0; 0.01801; -0.01885; 0.00254; 0.06412; 0; 0; 0.03281; -0.03279; 0.00747; 0; 0; 0; 0.01553; -0.01553; 0.00727; 0; 0; 0; 
43.04; 0.05236; 0.0392; 0.01317; 0.02052; 0.04531; 0.00415; -0.01142; 0.01557; 0.04153; 0; 0.00569; -0.0015; 0.00719; 0.02299; 0; 0.01791; -0.01874; 0.00261; 0.06405; 0; 0; 0.03386; -0.03384; 0.00768; 0; 0; 0; 0.01563; -0.01563; 0.00736; 0; 0; 0; 
43.1; 0.05225; 0.03919; 0.01305; 0.02046; 0.04537; 0.00491; -0.01142; 0.01633; 0.0435; 0; 0.00576; -0.0015; 0.00726; 0.02329; 0; 0.01775; -0.01857; 0.00271; 0.06394; 0; 0; 0.0355; -0.03549; 0.008; 0; 0; 0; 0.01578; -0.01578; 0.00751; 0; 0; 0; 
43.14; 0.05217; 0.03919; 0.01297; 0.02042; 0.04541; 0.00543; -0.01141; 0.01685; 0.04485; 0; 0.00581; -0.0015; 0.00731; 0.02349; 0; 0.01764; -0.01846; 0.00278; 0.06387; 0; 0; 0.03663; -0.03662; 0.00822; 0; 0; 0; 0.01589; -0.01589; 0.0076; 0; 0; 0; 
43.18; 0.05209; 0.03919; 0.0129; 0.02039; 0.04544; 0.00597; -0.01141; 0.01738; 0.04624; 0; 0.00586; -0.0015; 0.00736; 0.02369; 0; 0.01754; -0.01835; 0.00285; 0.0638; 0; 0; 0.03779; -0.03778; 0.00845; 0; 0; 0; 0.01599; -0.01599; 0.0077; 0; 0; 0; 
43.22; 0.05201; 0.03919; 0.01282; 0.02035; 0.04548; 0.00654; -0.01141; 0.01796; 0.04773; 0; 0.0059; -0.0015; 0.0074; 0.02389; 0; 0.01743; -0.01824; 0.00291; 0.06372; 0; 0; 0.03904; -0.03903; 0.00868; 0; 0; 0; 0.01609; -0.01609; 0.00779; 0; 0; 0; 
43.28; 0.05189; 0.03919; 0.0127; 0.02029; 0.04554; 0.00734; -0.01141; 0.01875; 0.04981; 0; 0.00597; -0.0015; 0.00747; 0.02419; 0; 0.01728; -0.01808; 0.00301; 0.06362; 0; 0; 0.04076; -0.04074; 0.00905; 0; 0; 0; 0.01625; -0.01624; 0.00794; 0; 0; 0; 
43.32; 0.05182; 0.03919; 0.01263; 0.02025; 0.04558; 0.00789; -0.01141; 0.0193; 0.05127; 0; 0.00602; -0.0015; 0.00752; 0.02439; 0; 0.01717; -0.01797; 0.00307; 0.06354; 0; 0; 0.04197; -0.04195; 0.0093; 0; 0; 0; 0.01635; -0.01635; 0.00804; 0; 0; 0; 
43.36; 0.05174; 0.03919; 0.01255; 0.02021; 0.04562; 0.00845; -0.01141; 0.01985; 0.05274; 0; 0.00607; -0.0015; 0.00757; 0.02459; 0; 0.01707; -0.01786; 0.00314; 0.06347; 0; 0; 0.04317; -0.04315; 0.00957; 0; 0; 0; 0.01645; -0.01645; 0.00814; 0; 0; 0; 
43.4; 0.05162; 0.03919; 0.01243; 0.02011; 0.04571; 0.00928; -0.0114; 0.02068; 0.05481; 0; 0.00614; -0.0015; 0.00764; 0.02484; 0; 0.01691; -0.01769; 0.0032; 0.0634; 0; 0; 0.04498; -0.04496; 0.00984; 0; 0; 0; 0.0166; -0.0166; 0.00824; 0; 0; 0; 
43.46; 0.05154; 0.03919; 0.01236; 0.0201; 0.04572; 0.00983; -0.0114; 0.02124; 0.05644; 0; 0.00619; -0.0015; 0.00768; 0.0251; 0; 0.0168; -0.01758; 0.0033; 0.0633; 0; 0; 0.04618; -0.04616; 0.01026; 0; 0; 0; 0.01671; -0.0167; 0.00839; 0; 0; 0; 
43.5; 0.05146; 0.03918; 0.01228; 0.02006; 0.04576; 0.0101; -0.00922; 0.01932; 0.05249; 0; 0.00624; -0.0015; 0.00773; 0.0253; 0; 0.0167; -0.01748; 0.00336; 0.06323; 0; 0; 0.042; -0.04198; 0.01051; 0; -2E-05; -2E-05; 0.01681; -0.01681; 0.00849; 0; 0; 0; 
43.54; 0.05139; 0.03918; 0.01221; 0.02002; 0.04579; 0.00998; -0.00704; 0.01703; 0.04773; 0; 0.00629; -0.0015; 0.00778; 0.02552; 0; 0.0166; -0.01737; 0.00342; 0.06316; 0; 0; 0.03702; -0.03701; 0.01073; 0; -2E-05; -2E-05; 0.01692; -0.01692; 0.0086; 0; 0; 0; 
43.58; 0.05127; 0.03918; 0.01209; 0.01993; 0.04589; 0.00913; -0.00355; 0.01269; 0.03845; 0; 0.00637; -0.0015; 0.00787; 0.0258; 0; 0.01645; -0.01721; 0.00349; 0.06309; 0; 0; 0.02759; -0.02758; 0.0109; 0; -4E-05; -4E-05; 0.0171; -0.0171; 0.0087; 0; 0; 0; 
43.64; 0.05119; 0.03917; 0.01202; 0.01992; 0.04589; 0.00826; -0.0024; 0.01066; 0.03429; 0; 0.00642; -0.0015; 0.00792; 0.02608; 0; 0.01634; -0.0171; 0.00358; 0.06299; 0; 0; 0.02319; -0.02318; 0.01111; 0; -1E-05; -1E-05; 0.01722; -0.01722; 0.00885; 0; 0; 0; 
43.68; 0.05111; 0.03917; 0.01194; 0.01988; 0.04593; 0.0075; -0.00242; 0.00992; 0.03281; 0; 0.00648; -0.0015; 0.00798; 0.0263; 0; 0.01624; -0.01699; 0.00364; 0.06293; 0; 0; 0.02157; -0.02156; 0.01124; 0; 0; 0; 0.01734; -0.01734; 0.00896; 0; 0; 0; 
43.72; 0.05103; 0.03917; 0.01187; 0.01984; 0.04597; 0.00686; -0.00243; 0.00929; 0.03157; 0; 0.00653; -0.0015; 0.00803; 0.02652; 0; 0.01614; -0.01689; 0.0037; 0.06286; 0; 0; 0.02021; -0.0202; 0.01136; 0; 0; 0; 0.01746; -0.01746; 0.00906; 0; 0; 0; 
43.76; 0.05092; 0.03916; 0.01175; 0.01974; 0.04607; 0.00612; -0.00245; 0.00857; 0.03012; 0; 0.00661; -0.0015; 0.00811; 0.0268; 0; 0.01598; -0.01672; 0.00376; 0.06279; 0; 0; 0.01864; -0.01863; 0.01147; 0; 0; 0; 0.01763; -0.01763; 0.00917; 0; 0; 0; 
43.82; 0.05084; 0.03916; 0.01168; 0.01973; 0.04608; 0.00577; -0.00246; 0.00823; 0.02953; 0; 0.00667; -0.0015; 0.00816; 0.02707; 0; 0.01588; -0.01662; 0.00385; 0.06269; 0; 0; 0.01789; -0.01788; 0.01164; 0; 0; 0; 0.01774; -0.01774; 0.00933; 0; 0; 0; 
43.86; 0.05076; 0.03916; 0.0116; 0.01969; 0.04612; 0.00551; -0.00247; 0.00798; 0.02909; 0; 0.00672; -0.0015; 0.00821; 0.02729; 0; 0.01578; -0.01651; 0.00391; 0.06263; 0; 0; 0.01735; -0.01734; 0.01174; 0; 0; 0; 0.01785; -0.01785; 0.00944; 0; 0; 0; 
43.9; 0.05068; 0.03916; 0.01152; 0.01964; 0.04617; 0.00534; -0.00247; 0.00782; 0.02884; 0; 0.00677; -0.00149; 0.00826; 0.02751; 0; 0.01567; -0.0164; 0.00397; 0.06256; 0; 0; 0.017; -0.01699; 0.01184; 0; 0; 0; 0.01796; -0.01796; 0.00955; 0; 0; 0; 
43.96; 0.05056; 0.03915; 0.01141; 0.01957; 0.04623; 0.00524; -0.00248; 0.00772; 0.02878; 0; 0.00684; -0.00149; 0.00834; 0.02784; 0; 0.01552; -0.01624; 0.00406; 0.06247; 0; 0; 0.01678; -0.01678; 0.01199; 0; 0; 0; 0.01813; -0.01813; 0.00971; 0; 0; 0; 
44; 0.05049; 0.03915; 0.01133; 0.01953; 0.04628; 0.00526; -0.00248; 0.00774; 0.02892; 0; 0.00689; -0.00149; 0.00839; 0.02805; 0; 0.01541; -0.01613; 0.00412; 0.0624; 0; 0; 0.01683; -0.01682; 0.0121; 0; 0; 0; 0.01823; -0.01823; 0.00982; 0; 0; 0; 
44.04; 0.05041; 0.03915; 0.01126; 0.01948; 0.04632; 0.00534; -0.00248; 0.00782; 0.0292; 0; 0.00694; -0.00149; 0.00844; 0.02827; 0; 0.01531; -0.01602; 0.00417; 0.06234; 0; 0; 0.017; -0.01699; 0.0122; 0; 0; 0; 0.01834; -0.01834; 0.00993; 0; 0; 0; 
44.08; 0.05033; 0.03915; 0.01118; 0.01944; 0.04637; 0.00548; -0.00248; 0.00797; 0.02962; 0; 0.00699; -0.00149; 0.00848; 0.02849; 0; 0.01521; -0.01591; 0.00423; 0.06228; 0; 0; 0.01732; -0.01731; 0.0123; 0; 0; 0; 0.01844; -0.01844; 0.01004; 0; 0; 0; 
44.14; 0.05021; 0.03914; 0.01107; 0.01937; 0.04644; 0.00575; -0.00248; 0.00823; 0.03037; 0; 0.00706; -0.00149; 0.00856; 0.02881; 0; 0.01505; -0.01575; 0.00432; 0.06219; 0; 0; 0.0179; -0.01789; 0.01247; 0; 0; 0; 0.0186; -0.0186; 0.01021; 0; 0; 0; 
44.18; 0.05013; 0.03914; 0.01099; 0.01932; 0.04648; 0.00599; -0.00248; 0.00847; 0.03099; 0; 0.00711; -0.00149; 0.0086; 0.02903; 0; 0.01495; -0.01564; 0.00437; 0.06212; 0; 0; 0.01841; -0.01841; 0.01258; 0; 0; 0; 0.0187; -0.0187; 0.01032; 0; 0; 0; 
44.22; 0.05006; 0.03914; 0.01091; 0.01927; 0.04653; 0.00625; -0.00248; 0.00874; 0.03169; 0; 0.00716; -0.00149; 0.00865; 0.02924; 0; 0.01484; -0.01553; 0.00443; 0.06206; 0; 0; 0.019; -0.01899; 0.01269; 0; 0; 0; 0.0188; -0.0188; 0.01044; 0; 0; 0; 
44.26; 0.04994; 0.03914; 0.0108; 0.01917; 0.04663; 0.00671; -0.00248; 0.00919; 0.03279; 0; 0.00723; -0.00149; 0.00872; 0.02951; 0; 0.01469; -0.01537; 0.00448; 0.062; 0; 0; 0.01998; -0.01997; 0.01281; 0; 0; 0; 0.01896; -0.01895; 0.01055; 0; 0; 0; 
44.32; 0.04986; 0.03914; 0.01072; 0.01915; 0.04665; 0.00704; -0.00248; 0.00951; 0.03369; 0; 0.00727; -0.00149; 0.00877; 0.02978; 0; 0.01458; -0.01526; 0.00457; 0.06191; 0; 0; 0.02069; -0.02068; 0.013; 0; 0; 0; 0.01906; -0.01906; 0.01073; 0; 0; 0; 
44.36; 0.04978; 0.03914; 0.01065; 0.0191; 0.0467; 0.00738; -0.00247; 0.00986; 0.03457; 0; 0.00732; -0.00149; 0.00881; 0.03; 0; 0.01448; -0.01515; 0.00462; 0.06185; 0; 0; 0.02144; -0.02143; 0.01313; 0; 0; 0; 0.01916; -0.01916; 0.01084; 0; 0; 0; 
44.4; 0.0497; 0.03913; 0.01057; 0.01905; 0.04675; 0.00775; -0.00247; 0.01022; 0.03548; 0; 0.00737; -0.00149; 0.00886; 0.03021; 0; 0.01437; -0.01504; 0.00468; 0.06179; 0; 0; 0.02222; -0.02221; 0.01326; 0; 0; 0; 0.01926; -0.01926; 0.01096; 0; 0; 0; 
44.44; 0.04959; 0.03913; 0.01046; 0.01895; 0.04686; 0.00831; -0.00247; 0.01077; 0.03683; 0; 0.00743; -0.00149; 0.00893; 0.03048; 0; 0.01422; -0.01488; 0.00473; 0.06173; 0; 0; 0.02343; -0.02342; 0.0134; 0; 0; 0; 0.01941; -0.01941; 0.01107; 0; 0; 0; 
44.5; 0.04951; 0.03913; 0.01038; 0.01892; 0.04688; 0.00869; -0.00246; 0.01115; 0.03787; 0; 0.00748; -0.00149; 0.00897; 0.03076; 0; 0.01411; -0.01477; 0.00481; 0.06165; 0; 0; 0.02425; -0.02424; 0.01362; 0; 0; 0; 0.01951; -0.01951; 0.01125; 0; 0; 0; 
44.54; 0.04943; 0.03913; 0.0103; 0.01887; 0.04693; 0.00908; -0.00246; 0.01154; 0.03886; 0; 0.00753; -0.00149; 0.00902; 0.03098; 0; 0.01401; -0.01466; 0.00486; 0.06159; 0; 0; 0.02508; -0.02507; 0.01378; 0; 0; 0; 0.01961; -0.01961; 0.01137; 0; 0; 0; 
44.58; 0.04935; 0.03913; 0.01023; 0.01882; 0.04698; 0.00946; -0.00246; 0.01192; 0.03985; 0; 0.00757; -0.00149; 0.00907; 0.0312; 0; 0.01391; -0.01455; 0.00491; 0.06153; 0; 0; 0.02592; -0.02591; 0.01393; 0; 0; 0; 0.01971; -0.01971; 0.01149; 0; 0; 0; 
44.62; 0.04924; 0.03912; 0.01011; 0.01872; 0.04709; 0.01004; -0.00245; 0.01249; 0.04126; 0; 0.00764; -0.00149; 0.00913; 0.03146; 0; 0.01375; -0.01439; 0.00497; 0.06147; 0; 0; 0.02716; -0.02715; 0.0141; 0; 0; 0; 0.01986; -0.01986; 0.01161; 0; 0; 0; 
44.68; 0.04916; 0.03912; 0.01003; 0.01869; 0.04711; 0.01042; -0.00245; 0.01287; 0.04234; 0; 0.00769; -0.00149; 0.00918; 0.03175; 0; 0.01365; -0.01428; 0.00504; 0.06139; 0; 0; 0.02799; -0.02798; 0.01435; 0; 0; 0; 0.01996; -0.01996; 0.01179; 0; 0; 0; 
44.72; 0.04908; 0.03912; 0.00996; 0.01864; 0.04716; 0.01081; -0.00245; 0.01325; 0.04334; 0; 0.00773; -0.00149; 0.00923; 0.03197; 0; 0.01354; -0.01417; 0.00509; 0.06133; 0; 0; 0.02882; -0.0288; 0.01452; 0; 0; 0; 0.02006; -0.02006; 0.01191; 0; 0; 0; 
44.76; 0.049; 0.03912; 0.00988; 0.01858; 0.04722; 0.01118; -0.00244; 0.01363; 0.04433; 0; 0.00778; -0.00149; 0.00927; 0.03219; 0; 0.01344; -0.01406; 0.00515; 0.06128; 0; 0; 0.02963; -0.02962; 0.0147; 0; 0; 0; 0.02016; -0.02016; 0.01203; 0; 0; 0; 
44.82; 0.04888; 0.03912; 0.00977; 0.0185; 0.0473; 0.01174; -0.00244; 0.01418; 0.04581; 0; 0.00785; -0.00149; 0.00934; 0.03252; 0; 0.01328; -0.0139; 0.00522; 0.06119; 0; 0; 0.03083; -0.03082; 0.01498; 0; 0; 0; 0.02031; -0.02031; 0.01222; 0; 0; 0; 
44.86; 0.04881; 0.03912; 0.00969; 0.01845; 0.04735; 0.01211; -0.00244; 0.01454; 0.04679; 0; 0.0079; -0.00149; 0.00939; 0.03275; 0; 0.01318; -0.01379; 0.00527; 0.06114; 0; 0; 0.03162; -0.0316; 0.01517; 0; 0; 0; 0.02041; -0.02041; 0.01234; 0; 0; 0; 
44.9; 0.04873; 0.03911; 0.00961; 0.01839; 0.04741; 0.01246; -0.00243; 0.01489; 0.04775; 0; 0.00794; -0.00149; 0.00943; 0.03297; 0; 0.01307; -0.01368; 0.00532; 0.06109; 0; 0; 0.03239; -0.03237; 0.01537; 0; 0; 0; 0.02051; -0.02051; 0.01246; 0; 0; 0; 
44.94; 0.04865; 0.03911; 0.00954; 0.01834; 0.04746; 0.01285; -0.00243; 0.01528; 0.04879; 0; 0.00799; -0.00149; 0.00948; 0.03319; 0; 0.01297; -0.01357; 0.00537; 0.06103; 0; 0; 0.03323; -0.03321; 0.01557; 0; 0; 0; 0.02061; -0.02061; 0.01259; 0; 0; 0; 
45; 0.04853; 0.03911; 0.00942; 0.01826; 0.04754; 0.01332; -0.00243; 0.01574; 0.05011; 0; 0.00806; -0.00149; 0.00955; 0.03353; 0; 0.01282; -0.01341; 0.00544; 0.06095; 0; 0; 0.03423; -0.03422; 0.01588; 0; 0; 0; 0.02076; -0.02076; 0.01277; 0; 0; 0; 
45.04; 0.04846; 0.03911; 0.00935; 0.0182; 0.0476; 0.01365; -0.00242; 0.01607; 0.05103; 0; 0.0081; -0.00149; 0.00959; 0.03376; 0; 0.01271; -0.0133; 0.00549; 0.0609; 0; 0; 0.03494; -0.03493; 0.01609; 0; 0; 0; 0.02086; -0.02086; 0.0129; 0; 0; 0; 
45.08; 0.04838; 0.03911; 0.00927; 0.01814; 0.04766; 0.01396; -0.00242; 0.01639; 0.05193; 0; 0.00815; -0.00149; 0.00964; 0.03399; 0; 0.01261; -0.01319; 0.00554; 0.06085; 0; 0; 0.03563; -0.03561; 0.0163; 0; 0; 0; 0.02096; -0.02096; 0.01303; 0; 0; 0; 
45.12; 0.04826; 0.0391; 0.00916; 0.01804; 0.04777; 0.01443; -0.00242; 0.01684; 0.05315; 0; 0.00822; -0.00149; 0.00971; 0.03427; 0; 0.01245; -0.01303; 0.00558; 0.0608; 0; 0; 0.03663; -0.03661; 0.01653; 0; 0; 0; 0.02111; -0.02111; 0.01315; 0; 0; 0; 
45.18; 0.04818; 0.0391; 0.00908; 0.018; 0.0478; 0.01472; -0.00242; 0.01714; 0.05413; 0; 0.00827; -0.00149; 0.00976; 0.03456; 0; 0.01235; -0.01292; 0.00565; 0.06072; 0; 0; 0.03726; -0.03725; 0.01686; 0; 0; 0; 0.02121; -0.02121; 0.01335; 0; 0; 0; 
45.22; 0.0481; 0.0391; 0.009; 0.01795; 0.04786; 0.01491; -0.00131; 0.01622; 0.05234; 0; 0.00832; -0.00149; 0.0098; 0.03479; 0; 0.01224; -0.01281; 0.0057; 0.06067; 0; 0; 0.03528; -0.03526; 0.01708; 0; -1E-05; -1E-05; 0.02132; -0.02131; 0.01348; 0; 0; 0; 
45.26; 0.04803; 0.0391; 0.00893; 0.01789; 0.04792; 0.01471; 0.00088; 0.01383; 0.0473; 0; 0.00836; -0.00149; 0.00985; 0.03503; 0; 0.01214; -0.0127; 0.00575; 0.06062; 0; 0; 0.03006; -0.03005; 0.01726; 0; -2E-05; -2E-05; 0.02142; -0.02142; 0.0136; 0; 0; 0; 
45.3; 0.04791; 0.0391; 0.00881; 0.01777; 0.04803; 0.01373; 0.00421; 0.00952; 0.03805; 0; 0.00844; -0.00149; 0.00993; 0.03533; 0; 0.01198; -0.01254; 0.00579; 0.06057; 0; 0; 0.0207; -0.02069; 0.01738; 0; -3E-05; -3E-05; 0.02159; -0.02159; 0.01373; 0; 0; 0; 
45.36; 0.04783; 0.0391; 0.00873; 0.01773; 0.04807; 0.01266; 0.00644; 0.00623; 0.03103; 0; 0.0085; -0.00149; 0.00999; 0.03564; 0; 0.01188; -0.01243; 0.00586; 0.0605; 0; 0; 0.01354; -0.01353; 0.0175; 0; -2E-05; -2E-05; 0.02171; -0.02171; 0.01393; 0; 0; 0; 
45.4; 0.04775; 0.0391; 0.00865; 0.01767; 0.04814; 0.0116; 0.00642; 0.00518; 0.02883; 0; 0.00855; -0.00149; 0.01004; 0.0359; 0; 0.01177; -0.01231; 0.0059; 0.06045; 0; 0; 0.01126; -0.01125; 0.01757; 0; 0; 0; 0.02183; -0.02183; 0.01406; 0; 0; 0; 
45.44; 0.04767; 0.0391; 0.00857; 0.01761; 0.0482; 0.01064; 0.00641; 0.00424; 0.02684; 0; 0.00861; -0.00149; 0.0101; 0.03615; 0; 0.01166; -0.0122; 0.00595; 0.0604; 0; 0; 0.00921; -0.00921; 0.01763; 0; 0; 0; 0.02195; -0.02195; 0.0142; 0; 0; 0; 
45.5; 0.04755; 0.0391; 0.00846; 0.01751; 0.0483; 0.00942; 0.00639; 0.00303; 0.02428; 0; 0.00869; -0.00149; 0.01018; 0.03652; 0; 0.0115; -0.01203; 0.00601; 0.06033; 0; 0; 0.00659; -0.00659; 0.01769; 0; 0; 0; 0.02212; -0.02212; 0.0144; 0; 0; 0; 
45.54; 0.04748; 0.0391; 0.00838; 0.01745; 0.04836; 0.00873; 0.00638; 0.00236; 0.02285; 0; 0.00874; -0.00149; 0.01023; 0.03677; 0; 0.01139; -0.01192; 0.00606; 0.06028; 0; 0; 0.00513; -0.00513; 0.01772; 0; 0; 0; 0.02224; -0.02223; 0.01453; 0; 0; 0; 
45.58; 0.0474; 0.0391; 0.0083; 0.01739; 0.04842; 0.00815; 0.00637; 0.00178; 0.02161; 0; 0.00879; -0.00149; 0.01028; 0.03701; 0; 0.01129; -0.01181; 0.0061; 0.06023; 0; 0; 0.00387; -0.00387; 0.01774; 0; 0; 0; 0.02235; -0.02235; 0.01466; 0; 0; 0; 
45.62; 0.04732; 0.0391; 0.00822; 0.01732; 0.04849; 0.00765; 0.00636; 0.00129; 0.02056; 0; 0.00884; -0.00149; 0.01033; 0.03726; 0; 0.01118; -0.0117; 0.00614; 0.06019; 0; 0; 0.0028; -0.0028; 0.01776; 0; 0; 0; 0.02246; -0.02246; 0.0148; 0; 0; 0; 
45.68; 0.0472; 0.03909; 0.00811; 0.01723; 0.04858; 0.00705; 0.00635; 0.0007; 0.01928; 0; 0.00892; -0.00149; 0.0104; 0.03762; 0; 0.01103; -0.01154; 0.0062; 0.06012; 0; 0; 0.00151; -0.00151; 0.01777; 0; 0; 0; 0.02262; -0.02262; 0.01501; 0; 0; 0; 
45.72; 0.04712; 0.03909; 0.00803; 0.01717; 0.04865; 0.00673; 0.00635; 0.00038; 0.01862; 0; 0.00897; -0.00149; 0.01045; 0.03787; 0; 0.01092; -0.01143; 0.00624; 0.06008; 0; 0; 0.00084; -0.00084; 0.01778; 0; 0; 0; 0.02272; -0.02272; 0.01514; 0; 0; 0; 
45.76; 0.04705; 0.03909; 0.00796; 0.0171; 0.04871; 0.00648; 0.00635; 0.00013; 0.01807; 0; 0.00902; -0.00149; 0.0105; 0.03811; 0; 0.01082; -0.01132; 0.00628; 0.06003; 0; 0; 0.00029; -0.00029; 0.01778; 0; 0; 0; 0.02283; -0.02283; 0.01528; 0; 0; 0; 
45.8; 0.04693; 0.03909; 0.00784; 0.01699; 0.04883; 0.0062; 0.00634; -0.00014; 0.01746; 0.00031; 0.00909; -0.00149; 0.01057; 0.03841; 0; 0.01066; -0.01116; 0.00632; 0.05999; 0; 0; -0.00031; 0.00031; 0.01778; 0; 0; 0; 0.02299; -0.02299; 0.01542; 0; 0; 0; 
45.86; 0.04685; 0.03908; 0.00776; 0.01694; 0.04887; 0.00607; 0.00634; -0.00027; 0.01718; 0.0006; 0.00914; -0.00149; 0.01062; 0.03872; 0; 0.01056; -0.01105; 0.00638; 0.05992; 0; 0; -0.00059; 0.00059; 0.01777; 1E-05; 0; 0; 0.02309; -0.02309; 0.01563; 0; 0; 0; 
45.9; 0.04677; 0.03908; 0.00769; 0.01688; 0.04894; 0.00598; 0.00634; -0.00036; 0.01698; 0.0008; 0.00918; -0.00149; 0.01067; 0.03896; 0; 0.01046; -0.01094; 0.00642; 0.05988; 0; 0; -0.00079; 0.00079; 0.01777; 1E-05; 0; 0; 0.02319; -0.02319; 0.01577; 0; 0; 0; 
45.94; 0.04669; 0.03908; 0.00761; 0.01682; 0.049; 0.00592; 0.00634; -0.00042; 0.01685; 0.00093; 0.00923; -0.00148; 0.01072; 0.0392; 0; 0.01035; -0.01083; 0.00646; 0.05983; 0; 0; -0.00092; 0.00092; 0.01776; 2E-05; 0; 0; 0.0233; -0.02329; 0.01591; 0; 0; 0; 
45.98; 0.04658; 0.03908; 0.0075; 0.0167; 0.04912; 0.00589; 0.00634; -0.00046; 0.01676; 0.00102; 0.0093; -0.00148; 0.01079; 0.0395; 0; 0.0102; -0.01067; 0.0065; 0.05979; 0; 0; -0.00099; 0.00099; 0.01776; 2E-05; 0; 0; 0.02345; -0.02345; 0.01605; 0; 0; 0; 
46.04; 0.0465; 0.03907; 0.00742; 0.01665; 0.04917; 0.00589; 0.00634; -0.00045; 0.01677; 0.00101; 0.00935; -0.00148; 0.01083; 0.03981; 0; 0.01009; -0.01056; 0.00656; 0.05973; 0; 0; -0.00098; 0.00098; 0.01775; 3E-05; 0; 0; 0.02355; -0.02355; 0.01626; 0; 0; 0; 
46.08; 0.04642; 0.03907; 0.00735; 0.01659; 0.04923; 0.00592; 0.00635; -0.00042; 0.01682; 0.00096; 0.00939; -0.00148; 0.01088; 0.04006; 0; 0.00999; -0.01046; 0.0066; 0.05969; 0; 0; -0.00092; 0.00092; 0.01774; 4E-05; 0; 0; 0.02365; -0.02365; 0.01641; 0; 0; 0; 
46.12; 0.04634; 0.03907; 0.00727; 0.01652; 0.0493; 0.00596; 0.00635; -0.00038; 0.0169; 0.00088; 0.00944; -0.00148; 0.01092; 0.0403; 0; 0.00989; -0.01035; 0.00663; 0.05965; 0; 0; -0.00084; 0.00084; 0.01774; 4E-05; 0; 0; 0.02375; -0.02375; 0.01655; 0; 0; 0; 
46.16; 0.04622; 0.03907; 0.00716; 0.01641; 0.04942; 0.00605; 0.00635; -0.0003; 0.01708; 0.0007; 0.00951; -0.00148; 0.01099; 0.04059; 0; 0.00973; -0.01019; 0.00667; 0.05961; 0; 0; -0.00065; 0.00065; 0.01773; 5E-05; 0; 0; 0.0239; -0.0239; 0.01669; 0; 0; 0; 
46.22; 0.04615; 0.03906; 0.00708; 0.01636; 0.04947; 0.00612; 0.00635; -0.00023; 0.01722; 0.00056; 0.00956; -0.00148; 0.01104; 0.04091; 0; 0.00963; -0.01008; 0.00673; 0.05955; 0; 0; -0.00051; 0.00051; 0.01773; 5E-05; 0; 0; 0.024; -0.024; 0.01691; 0; 0; 0; 
